strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
070101030901,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070300010404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901040301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120701030803,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031502010101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500020302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051302010307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
121004020104,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031001020104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000120606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010500020504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030801031405,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601130301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602010902,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300010304,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203050302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402050703,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200030202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051302060604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030601040203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400010803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201121402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051402020106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901100107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001020703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702060403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500020305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001021509,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040801030110,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000090504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051100011004,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400020202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102300031101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102702050406,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100080207,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500010105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040500060405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102801011102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702070403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702090203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111003020706,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030101030904,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501050902,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101020603,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201081207,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200011103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200011202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700031106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120200010201,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300050503,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402050304,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702050102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300100801,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041503050302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041503080403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600051002,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031101020301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202020603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080102080209,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100030102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100080806,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051301030606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102801011705,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120903010206,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020200020104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030501030405,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030802010303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300120405,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301040205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700060203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111402070901,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121004020203,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030601040209,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041300020704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201121001,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120200060402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400050505,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040103020107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050301030804,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080802020903,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
040500010606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203050504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120901080206,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
121101050805,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030501050101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031300021204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031402020109,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102040405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700031102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102400120404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120903010705,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010600010612,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031300030501,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051401040702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300050302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201090507,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070802081009,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030902021200,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040103020610,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060200040305,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101701030204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200020205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200020704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702031803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031402020904,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040202010405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040700040307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041201020108,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041501011302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041501011404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201081101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030202011702,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403040101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050302010302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200080302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702090308,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020301040201,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100050601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000030504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300120501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111101010106,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120100051005,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402070102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402070201,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102020403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102051304,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090300060801,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102060902,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400010302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100140605,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402010103,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701020603,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700080406,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200060704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051100011202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300080604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080902010303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111403060411,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200020201,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040802030311,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070101061107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111102010901,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402080203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901080205,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010400020205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050100050302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200110503,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900050102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020402070204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102051504,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302021302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070801060105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300080702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090201020402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120302010108,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120302010301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010100020403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030300040106,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020501,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040103010203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040500011304,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041100010303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201040404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200070402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020401020201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700030501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700050905,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030701020403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302040606,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100140901,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020407,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701011204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800020801,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102300031407,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100030402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100050202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020301040404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102020901,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500050607,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600011401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051202081406,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900021002,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702040103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702040107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120601040303,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010200011002,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020501030601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020802060601,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031002070301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000111001,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051302040403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051402020602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010700040301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
011100000101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031800020701,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301020103,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020700080901,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402010104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701020604,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040900030110,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050902030802,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030202011403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601020305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041100040202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702021101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030501011502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000020310,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050500050403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050301020404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050302031210,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051401040301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400040108,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400040305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071100060305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120702050503,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
011000050802,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030300040303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040103010806,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201040601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203060102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010900010502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200070406,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402010905,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120402030102,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031601130101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041201030105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111102040506,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120903010403,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010200050602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010200050707,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010500020104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
011000051302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201030602,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070102070102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000010801,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120100050702,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121001020202,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030701040202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501070901,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202090202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200040808,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700110303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801090506,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030202020102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040102020102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040700070105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080302070100,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080701000102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600010203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200010102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070802020105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071100060204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071100060301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080302040404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031002070203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601020101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040900040503,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041100040602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400040301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702010302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102902030202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030102050904,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702010504,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500050307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111003030708,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120701010502,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030201050207,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301020203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051301010801,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102200030804,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901100209,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030300040502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090203060201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110701050406,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020200030101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200080403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700090202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600020402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040601060501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400030504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111302060407,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
111401010605,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120702010702,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031800011301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070801030603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102901110107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030901010501,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030901010601,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301060605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100060903,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120702011001,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030300030508,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300050201,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300050402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403020501,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200040704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050800011101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070801051102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120302020201,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120701040302,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020401010605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040102010906,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120200050102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020301010205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110701060207,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031501020304,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010500010305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402080316,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030901010701,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300020303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030701050302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070802090805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080403010102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202040203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051202040805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031001011001,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040802020301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400011603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201111001,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900010303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900060301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120100021002,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102030902,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000110501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050901030606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120100050609,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602030301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602030502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702011004,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702030301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050702030502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080802040104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103001010305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111401091004,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
